Latitude (decimal degrees):	9.948
Longitude (decimal degrees):	76.569
Elevation (m):	50
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20200715:1230,37.19,10.42,25.27,1.1,0.0
20200715:1330,0.0,-3.34,24.56,1.31,0.0
20200715:1430,0.0,0.0,23.47,1.03,0.0
20200715:1530,0.0,0.0,23.65,1.1,0.0
20200715:1630,0.0,0.0,23.32,1.03,0.0
20200715:1730,0.0,0.0,23.27,0.41,0.0
20200715:1830,0.0,0.0,23.28,0.34,0.0
20200715:1930,0.0,0.0,23.32,0.28,0.0
20200715:2030,0.0,0.0,23.26,0.34,0.0
20200715:2130,0.0,0.0,23.19,0.48,0.0
20200715:2230,0.0,0.0,23.21,0.55,0.0
20200715:2330,0.0,0.0,23.1,0.69,0.0
20200716:0030,0.0,-3.15,23.32,0.69,0.0
20200716:0130,21.05,10.63,23.06,0.55,0.0
20200716:0230,59.58,24.55,23.61,0.69,0.0
20200716:0330,101.4,38.51,23.71,1.1,0.0
20200716:0430,223.11,52.34,24.42,1.1,0.0
20200716:0530,316.76,65.64,25.5,0.55,0.0
20200716:0630,259.11,76.54,26.42,1.24,0.0
20200716:0730,247.98,76.43,25.23,1.86,0.0
20200716:0830,149.75,65.46,25.52,2.34,0.0
20200716:0930,133.12,52.15,24.59,1.45,0.0
20200716:1030,99.55,38.31,24.56,1.03,0.0
20200716:1130,67.77,24.35,24.53,0.97,0.0
20200716:1230,28.7,10.43,24.15,0.41,0.0
20200716:1330,0.0,-3.35,23.71,0.21,0.0
20200716:1430,0.0,0.0,23.35,0.55,0.0
20200716:1530,0.0,0.0,23.36,0.62,0.0
20200716:1630,0.0,0.0,23.15,0.97,0.0
20200716:1730,0.0,0.0,23.02,1.03,0.0
20200716:1830,0.0,0.0,22.97,1.1,0.0
20200716:1930,0.0,0.0,22.92,0.9,0.0
20200716:2030,0.0,0.0,22.85,0.83,0.0
20200716:2130,0.0,0.0,22.77,0.48,0.0
20200716:2230,0.0,0.0,22.84,0.48,0.0
20200716:2330,0.0,0.0,22.86,0.55,0.0
20200717:0030,0.0,-3.21,22.98,0.76,0.0
20200717:0130,7.85,10.59,22.72,0.69,0.0
20200717:0230,32.84,24.53,22.87,0.62,0.0
20200717:0330,66.08,38.5,23.02,0.41,0.0
20200717:0430,133.33,52.35,23.91,0.21,0.0
20200717:0530,164.17,65.69,23.91,0.21,0.0
20200717:0630,151.85,76.66,24.14,0.21,0.0
20200717:0730,210.54,76.58,24.23,0.9,0.0
20200717:0830,204.89,65.55,24.82,0.97,0.0
20200717:0930,146.3,52.2,25.34,0.9,0.0
20200717:1030,119.84,38.35,25.22,0.55,0.0
20200717:1130,47.11,24.37,24.91,0.48,0.0
20200717:1230,20.45,10.43,24.1,1.03,0.0
20200717:1330,0.0,-3.36,23.57,1.17,0.0
20200717:1430,0.0,0.0,23.15,1.17,0.0
20200717:1530,0.0,0.0,22.84,1.24,0.0
20200717:1630,0.0,0.0,22.61,1.03,0.0
20200717:1730,0.0,0.0,22.46,0.97,0.0
20200717:1830,0.0,0.0,22.33,1.03,0.0
20200717:1930,0.0,0.0,22.66,0.62,0.0
20200717:2030,0.0,0.0,22.64,0.83,0.0
20200717:2130,0.0,0.0,22.55,0.83,0.0
20200717:2230,0.0,0.0,22.52,0.9,0.0
20200717:2330,0.0,0.0,22.67,0.9,0.0
20200718:0030,0.0,-3.26,23.49,0.83,0.0
20200718:0130,27.49,10.55,23.42,0.97,0.0
20200718:0230,65.41,24.5,23.76,0.83,0.0
20200718:0330,155.31,38.49,24.38,0.62,0.0
20200718:0430,227.74,52.37,25.48,0.48,0.0
20200718:0530,309.81,65.74,26.48,0.76,0.0
20200718:0630,416.6,76.79,27.35,1.17,0.0
20200718:0730,418.2,76.73,28.57,1.66,0.0
20200718:0830,345.7,65.63,28.97,1.59,0.0
20200718:0930,255.11,52.25,28.34,1.72,0.0
20200718:1030,191.19,38.38,26.69,1.66,0.0
20200718:1130,72.99,24.39,25.26,0.55,0.0
20200718:1230,24.55,10.43,24.87,0.07,0.0
20200718:1330,0.0,-3.38,24.79,0.55,0.0
20200718:1430,0.0,0.0,24.82,0.97,0.0
20200718:1530,0.0,0.0,24.49,1.17,0.0
20200718:1630,0.0,0.0,24.2,1.45,0.0
20200718:1730,0.0,0.0,24.0,1.38,0.0
20200718:1830,0.0,0.0,23.88,1.1,0.0
20200718:1930,0.0,0.0,23.75,0.83,0.0
20200718:2030,0.0,0.0,23.77,0.9,0.0
20200718:2130,0.0,0.0,23.84,1.1,0.0
20200718:2230,0.0,0.0,23.43,1.17,0.0
20200718:2330,0.0,0.0,22.77,1.1,0.0
20200719:0030,0.0,-3.32,23.67,1.1,0.0
20200719:0130,21.62,10.51,22.92,0.97,0.0
20200719:0230,91.27,24.48,23.72,0.62,0.0
20200719:0330,200.55,38.49,24.43,0.21,0.0
20200719:0430,271.26,52.38,25.33,0.28,0.0
20200719:0530,356.52,65.8,26.4,1.1,0.0
20200719:0630,437.62,76.93,27.44,2.34,0.0
20200719:0730,445.26,76.88,28.31,2.07,0.0
20200719:0830,383.61,65.72,28.67,1.93,0.0
20200719:0930,289.24,52.3,28.83,1.79,0.0
20200719:1030,206.94,38.41,28.65,1.72,0.0
20200719:1130,88.86,24.4,27.9,2.07,0.0
20200719:1230,36.75,10.43,26.89,1.79,0.0
20200719:1330,0.0,-3.4,26.22,1.31,0.0
20200719:1430,0.0,0.0,25.57,1.17,0.0
20200719:1530,0.0,0.0,25.15,1.1,0.0
20200719:1630,0.0,0.0,24.84,1.03,0.0
20200719:1730,0.0,0.0,24.62,0.97,0.0
20200719:1830,0.0,0.0,24.4,0.9,0.0
20200719:1930,0.0,0.0,24.78,0.21,0.0
20200719:2030,0.0,0.0,24.32,0.21,0.0
20200719:2130,0.0,0.0,24.04,0.21,0.0
20200719:2230,0.0,0.0,23.89,0.28,0.0
20200719:2330,0.0,0.0,23.35,0.69,0.0
20200720:0030,0.0,-3.37,23.42,1.03,0.0
20200720:0130,43.19,10.47,23.23,0.83,0.0
20200720:0230,118.97,24.46,24.18,0.55,0.0
20200720:0330,253.5,38.48,25.72,1.03,0.0
20200720:0430,273.31,52.4,26.71,1.24,0.0
20200720:0530,330.27,65.85,27.22,1.38,0.0
20200720:0630,420.63,77.07,27.7,1.59,0.0
20200720:0730,432.2,77.04,27.48,1.52,0.0
20200720:0830,347.51,65.81,28.1,0.83,0.0
20200720:0930,288.56,52.36,27.79,1.38,0.0
20200720:1030,207.15,38.44,27.4,1.72,0.0
20200720:1130,87.87,24.41,25.43,1.93,0.0
20200720:1230,29.75,10.42,25.24,1.24,0.0
20200720:1330,0.0,-3.42,24.87,1.03,0.0
20200720:1430,0.0,0.0,24.3,0.83,0.0
20200720:1530,0.0,0.0,23.95,0.9,0.0
20200720:1630,0.0,0.0,23.68,0.76,0.0
20200720:1730,0.0,0.0,23.75,0.55,0.0
20200720:1830,0.0,0.0,23.75,0.97,0.0
20200720:1930,0.0,0.0,23.55,1.24,0.0
20200720:2030,0.0,0.0,23.47,1.24,0.0
20200720:2130,0.0,0.0,23.54,1.24,0.0
20200720:2230,0.0,0.0,23.61,1.17,0.0
20200720:2330,0.0,0.0,23.66,1.17,0.0
20200721:0030,0.0,-3.42,23.69,1.31,0.0
20200721:0130,45.49,10.43,23.52,1.31,0.0
20200721:0230,112.22,24.44,24.12,0.83,0.0
20200721:0330,281.21,38.48,25.51,0.9,0.0
20200721:0430,421.15,52.42,27.05,1.1,0.0
20200721:0530,504.8,65.91,28.74,0.97,0.0
20200721:0630,529.33,77.22,29.73,1.38,0.0
20200721:0730,521.29,77.21,30.11,1.24,0.0
20200721:0830,424.04,65.89,30.18,1.66,0.0
20200721:0930,293.04,52.4,29.58,2.14,0.0
20200721:1030,206.07,38.46,28.52,2.28,0.0
20200721:1130,92.58,24.42,27.71,1.93,0.0
20200721:1230,24.59,10.41,26.82,1.31,0.0
20200721:1330,0.0,-3.45,25.73,0.34,0.0
20200721:1430,0.0,0.0,25.47,0.21,0.0
20200721:1530,0.0,0.0,25.35,0.62,0.0
20200721:1630,0.0,0.0,25.05,0.83,0.0
20200721:1730,0.0,0.0,24.64,0.69,0.0
20200721:1830,0.0,0.0,24.43,0.9,0.0
20200721:1930,0.0,0.0,25.29,0.21,0.0
20200721:2030,0.0,0.0,24.64,0.48,0.0
20200721:2130,0.0,0.0,24.26,0.55,0.0
20200721:2230,0.0,0.0,24.11,0.83,0.0
20200721:2330,0.0,0.0,24.02,0.9,0.0
20200722:0030,0.0,-3.48,23.97,0.97,0.0
20200722:0130,26.45,10.4,23.84,0.97,0.0
20200722:0230,117.47,24.42,24.25,0.48,0.0
20200722:0330,238.62,38.48,25.93,1.1,0.0
20200722:0430,358.18,52.45,27.02,2.0,0.0
20200722:0530,398.84,65.98,27.08,2.0,0.0
20200722:0630,427.99,77.37,26.99,1.24,0.0
20200722:0730,417.18,77.37,28.16,1.38,0.0
20200722:0830,406.38,65.98,28.09,1.38,0.0
20200722:0930,291.87,52.45,28.08,0.9,0.0
20200722:1030,220.67,38.49,27.78,0.83,0.0
20200722:1130,99.57,24.42,26.88,0.97,0.0
20200722:1230,27.81,10.4,26.03,0.76,0.0
20200722:1330,0.0,-3.47,25.49,0.55,0.0
20200722:1430,0.0,0.0,25.28,0.62,0.0
20200722:1530,0.0,0.0,24.89,0.55,0.0
20200722:1630,0.0,0.0,24.73,0.97,0.0
20200722:1730,0.0,0.0,24.28,0.9,0.0
20200722:1830,0.0,0.0,24.0,0.97,0.0
20200722:1930,0.0,0.0,24.07,0.69,0.0
20200722:2030,0.0,0.0,23.93,0.55,0.0
20200722:2130,0.0,0.0,23.72,0.62,0.0
20200722:2230,0.0,0.0,23.36,0.69,0.0
20200722:2330,0.0,0.0,23.3,0.9,0.0
20200723:0030,0.0,-3.53,23.05,1.1,0.0
20200723:0130,48.46,10.37,22.89,0.9,0.0
20200723:0230,138.92,24.4,23.97,0.76,0.0
20200723:0330,268.29,38.49,25.19,1.45,0.0
20200723:0430,361.61,52.47,26.3,1.17,0.0
20200723:0530,401.72,66.04,27.45,0.76,0.0
20200723:0630,473.66,77.52,28.38,0.76,0.0
20200723:0730,497.83,77.54,28.96,1.93,0.0
20200723:0830,251.35,66.06,28.73,1.66,0.0
20200723:0930,269.98,52.49,26.58,1.31,0.0
20200723:1030,134.39,38.51,26.01,1.52,0.0
20200723:1130,82.69,24.43,25.45,1.45,0.0
20200723:1230,32.08,10.39,25.01,1.31,0.0
20200723:1330,0.0,-3.51,23.83,0.83,0.0
20200723:1430,0.0,0.0,23.87,1.1,0.0
20200723:1530,0.0,0.0,23.49,1.24,0.0
20200723:1630,0.0,0.0,23.26,1.24,0.0
20200723:1730,0.0,0.0,23.18,1.1,0.0
20200723:1830,0.0,0.0,23.2,1.03,0.0
20200723:1930,0.0,0.0,24.02,1.03,0.0
20200723:2030,0.0,0.0,22.73,0.97,0.0
20200723:2130,0.0,0.0,22.79,0.9,0.0
20200723:2230,0.0,0.0,22.87,0.83,0.0
20200723:2330,0.0,0.0,22.95,0.9,0.0
20200724:0030,0.0,-3.58,23.28,1.03,0.0
20200724:0130,38.76,10.33,22.91,1.24,0.0
20200724:0230,119.1,24.39,23.46,1.03,0.0
20200724:0330,249.04,38.49,24.38,1.24,0.0
20200724:0430,328.24,52.5,25.56,1.72,0.0
20200724:0530,395.88,66.11,26.54,1.59,0.0
20200724:0630,374.2,77.69,27.43,1.72,0.0
20200724:0730,349.94,77.71,27.7,2.14,0.0
20200724:0830,294.59,66.14,27.64,2.41,0.0
20200724:0930,197.94,52.54,26.08,2.21,0.0
20200724:1030,172.81,38.52,25.21,2.21,0.0
20200724:1130,97.61,24.43,24.9,1.93,0.0
20200724:1230,33.77,10.37,24.73,1.59,0.0
20200724:1330,0.0,-3.54,24.3,1.38,0.0
20200724:1430,0.0,0.0,23.49,0.9,0.0
20200724:1530,0.0,0.0,23.41,0.97,0.0
20200724:1630,0.0,0.0,23.24,0.83,0.0
20200724:1730,0.0,0.0,23.21,0.76,0.0
20200724:1830,0.0,0.0,23.12,0.76,0.0
20200724:1930,0.0,0.0,22.85,0.9,0.0
20200724:2030,0.0,0.0,22.98,1.03,0.0
20200724:2130,0.0,0.0,23.0,1.17,0.0
20200724:2230,0.0,0.0,23.1,1.24,0.0
20200724:2330,0.0,0.0,23.04,1.38,0.0
20200725:0030,0.0,-3.63,22.94,1.31,0.0
20200725:0130,36.83,10.3,22.96,0.97,0.0
20200725:0230,123.36,24.38,23.63,0.55,0.0
20200725:0330,226.85,38.5,24.84,0.14,0.0
20200725:0430,360.36,52.53,25.79,0.0,0.0
20200725:0530,443.52,66.18,27.42,0.62,0.0
20200725:0630,536.51,77.85,27.84,1.38,0.0
20200725:0730,527.11,77.88,28.78,1.79,0.0
20200725:0830,405.86,66.23,28.95,2.28,0.0
20200725:0930,323.07,52.58,27.64,2.28,0.0
20200725:1030,114.39,38.54,27.06,1.66,0.0
20200725:1130,108.5,24.42,26.24,0.83,0.0
20200725:1230,29.38,10.35,25.44,0.69,0.0
20200725:1330,0.0,-3.58,24.73,0.28,0.0
20200725:1430,0.0,0.0,24.65,0.48,0.0
20200725:1530,0.0,0.0,24.21,0.55,0.0
20200725:1630,0.0,0.0,23.91,0.62,0.0
20200725:1730,0.0,0.0,23.71,0.14,0.0
20200725:1830,0.0,0.0,22.88,0.69,0.0
20200725:1930,0.0,0.0,23.86,0.41,0.0
20200725:2030,0.0,0.0,23.86,0.41,0.0
20200725:2130,0.0,0.0,23.69,0.41,0.0
20200725:2230,0.0,0.0,23.58,0.41,0.0
20200725:2330,0.0,0.0,22.32,0.62,0.0
20200726:0030,0.0,-3.67,23.08,0.83,0.0
20200726:0130,23.51,10.27,22.37,0.62,0.0
20200726:0230,83.7,24.37,23.24,0.21,0.0
20200726:0330,98.77,38.5,23.69,0.28,0.0
20200726:0430,276.63,52.57,25.55,0.48,0.0
20200726:0530,301.48,66.26,25.17,1.24,0.0
20200726:0630,456.37,78.02,25.29,1.72,0.0
20200726:0730,444.41,78.05,27.18,1.1,0.0
20200726:0830,428.95,66.3,27.75,1.31,0.0
20200726:0930,361.77,52.62,28.08,1.59,0.0
20200726:1030,222.34,38.55,28.13,1.72,0.0
20200726:1130,96.9,24.42,27.65,1.45,0.0
20200726:1230,31.96,10.32,26.84,0.97,0.0
20200726:1330,0.0,-3.62,26.17,0.83,0.0
20200726:1430,0.0,0.0,25.62,0.83,0.0
20200726:1530,0.0,0.0,25.31,0.41,0.0
20200726:1630,0.0,0.0,25.35,0.07,0.0
20200726:1730,0.0,0.0,25.15,0.28,0.0
20200726:1830,0.0,0.0,24.91,0.21,0.0
20200726:1930,0.0,0.0,23.97,0.62,0.0
20200726:2030,0.0,0.0,23.41,0.9,0.0
20200726:2130,0.0,0.0,23.09,0.97,0.0
20200726:2230,0.0,0.0,22.98,0.97,0.0
20200726:2330,0.0,0.0,23.08,0.9,0.0
20200727:0030,0.0,-3.72,22.92,0.9,0.0
20200727:0130,36.31,10.25,22.79,0.62,0.0
20200727:0230,99.25,24.36,24.2,0.28,0.0
20200727:0330,247.08,38.51,25.13,0.55,0.0
20200727:0430,373.92,52.6,26.52,1.45,0.0
20200727:0530,471.73,66.33,27.49,1.79,0.0
20200727:0630,463.82,78.19,28.24,2.14,0.0
20200727:0730,514.25,78.22,29.03,2.28,0.0
20200727:0830,423.24,66.38,29.34,2.41,0.0
20200727:0930,220.34,52.65,29.12,2.48,0.0
20200727:1030,224.23,38.56,27.75,1.59,0.0
20200727:1130,134.96,24.41,27.07,1.59,0.0
20200727:1230,45.77,10.3,26.75,1.38,0.0
20200727:1330,0.0,-3.67,26.24,1.03,0.0
20200727:1430,0.0,0.0,25.63,1.03,0.0
20200727:1530,0.0,0.0,25.35,0.97,0.0
20200727:1630,0.0,0.0,25.04,1.17,0.0
20200727:1730,0.0,0.0,24.67,1.1,0.0
20200727:1830,0.0,0.0,24.36,1.03,0.0
20200727:1930,0.0,0.0,24.43,1.66,0.0
20200727:2030,0.0,0.0,24.25,1.45,0.0
20200727:2130,0.0,0.0,24.04,1.24,0.0
20200727:2230,0.0,0.0,23.81,1.1,0.0
20200727:2330,0.0,0.0,23.74,1.03,0.0
20200728:0030,0.0,-3.76,23.66,1.03,0.0
20200728:0130,45.16,10.22,23.52,0.9,0.0
20200728:0230,146.1,24.35,24.26,0.48,0.0
20200728:0330,246.31,38.53,25.75,1.72,0.0
20200728:0430,363.25,52.64,26.71,2.28,0.0
20200728:0530,438.4,66.41,27.76,2.07,0.0
20200728:0630,315.7,78.37,28.33,2.07,0.0
20200728:0730,337.25,78.4,26.16,1.79,0.0
20200728:0830,382.55,66.46,26.67,1.72,0.0
20200728:0930,279.65,52.68,26.98,1.86,0.0
20200728:1030,143.61,38.57,26.12,2.34,0.0
20200728:1130,70.52,24.39,25.29,1.66,0.0
20200728:1230,18.84,10.27,24.53,0.76,0.0
20200728:1330,0.0,-3.72,24.03,0.69,0.0
20200728:1430,0.0,0.0,23.67,0.28,0.0
20200728:1530,0.0,0.0,23.69,0.62,0.0
20200728:1630,0.0,0.0,23.38,0.9,0.0
20200728:1730,0.0,0.0,23.25,0.97,0.0
20200728:1830,0.0,0.0,23.12,1.03,0.0
20200728:1930,0.0,0.0,23.26,0.21,0.0
20200728:2030,0.0,0.0,23.38,0.21,0.0
20200728:2130,0.0,0.0,23.02,0.21,0.0
20200728:2230,0.0,0.0,22.95,0.07,0.0
20200728:2330,0.0,0.0,23.04,0.34,0.0
20200729:0030,0.0,-3.81,22.9,0.28,0.0
20200729:0130,13.32,10.2,22.84,0.69,0.0
20200729:0230,53.58,24.34,23.0,0.97,0.0
20200729:0330,144.3,38.54,23.23,0.83,0.0
20200729:0430,194.52,52.68,23.97,0.9,0.0
20200729:0530,233.7,66.49,24.1,1.31,0.0
20200729:0630,78.19,78.55,24.05,2.0,0.0
20200729:0730,56.32,78.57,23.4,0.41,0.0
20200729:0830,51.33,66.53,23.21,0.34,0.0
20200729:0930,56.1,52.71,24.25,0.21,0.0
20200729:1030,49.7,38.58,23.78,0.21,0.0
20200729:1130,42.26,24.38,24.39,0.21,0.0
20200729:1230,16.1,10.23,24.11,0.14,0.0
20200729:1330,0.0,-3.77,23.52,0.21,0.0
20200729:1430,0.0,0.0,23.27,0.07,0.0
20200729:1530,0.0,0.0,23.21,0.07,0.0
20200729:1630,0.0,0.0,23.18,0.07,0.0
20200729:1730,0.0,0.0,23.14,0.14,0.0
20200729:1830,0.0,0.0,22.91,0.34,0.0
20200729:1930,0.0,0.0,22.93,0.41,0.0
20200729:2030,0.0,0.0,22.75,0.28,0.0
20200729:2130,0.0,0.0,22.8,0.28,0.0
20200729:2230,0.0,0.0,22.77,0.21,0.0
20200729:2330,0.0,0.0,22.76,0.76,0.0
20200730:0030,0.0,-3.85,22.9,0.62,0.0
20200730:0130,14.73,10.17,22.49,0.34,0.0
20200730:0230,59.39,24.34,22.94,0.55,0.0
20200730:0330,54.12,38.55,23.07,1.1,0.0
20200730:0430,201.5,52.72,23.28,1.24,0.0
20200730:0530,215.15,66.58,23.89,1.52,0.0
20200730:0630,400.18,78.73,23.91,2.21,0.0
20200730:0730,253.89,78.75,25.96,1.86,0.0
20200730:0830,188.03,66.6,24.87,1.93,0.0
20200730:0930,117.09,52.74,24.81,1.79,0.0
20200730:1030,80.9,38.58,24.78,1.24,0.0
20200730:1130,68.94,24.36,24.41,1.38,0.0
20200730:1230,25.2,10.2,23.75,2.0,0.0
20200730:1330,0.0,-3.83,23.25,1.52,0.0
20200730:1430,0.0,0.0,23.08,0.69,0.0
20200730:1530,0.0,0.0,22.95,0.69,0.0
20200730:1630,0.0,0.0,23.03,0.55,0.0
20200730:1730,0.0,0.0,23.0,0.55,0.0
20200730:1830,0.0,0.0,23.04,0.76,0.0
20200730:1930,0.0,0.0,22.95,0.55,0.0
20200730:2030,0.0,0.0,22.97,0.69,0.0
20200730:2130,0.0,0.0,23.01,0.9,0.0
20200730:2230,0.0,0.0,22.95,0.97,0.0
20200730:2330,0.0,0.0,22.92,0.97,0.0
20200731:0030,0.0,-3.89,23.29,0.9,0.0
20200731:0130,15.18,10.15,22.96,0.83,0.0
20200731:0230,73.05,24.34,23.3,0.28,0.0
20200731:0330,172.97,38.57,24.81,0.34,0.0
20200731:0430,272.01,52.76,25.06,0.76,0.0
20200731:0530,304.07,66.66,26.09,1.52,0.0
20200731:0630,315.75,78.92,25.86,1.59,0.0
20200731:0730,384.61,78.92,26.28,1.31,0.0
20200731:0830,356.81,66.66,26.06,1.66,0.0
20200731:0930,171.1,52.76,27.03,1.86,0.0
20200731:1030,197.75,38.58,25.04,1.79,0.0
20200731:1130,92.18,24.34,24.92,1.45,0.0
20200731:1230,32.24,10.16,24.73,1.03,0.0
20200731:1330,0.0,-3.88,24.15,1.66,0.0
20200731:1430,0.0,0.0,23.43,1.52,0.0
20200731:1530,0.0,0.0,23.28,1.1,0.0
20200731:1630,0.0,0.0,23.25,1.17,0.0
20200731:1730,0.0,0.0,23.25,1.31,0.0
20200731:1830,0.0,0.0,23.3,1.45,0.0
20200731:1930,0.0,0.0,23.27,1.45,0.0
20200731:2030,0.0,0.0,23.23,1.59,0.0
20200731:2130,0.0,0.0,23.09,1.45,0.0
20200731:2230,0.0,0.0,23.08,1.52,0.0
20200731:2330,0.0,0.0,23.13,1.38,0.0
20200801:0030,0.0,-3.93,23.47,1.31,0.0
20200801:0130,15.5,10.13,23.08,1.52,0.0
20200801:0230,52.44,24.34,23.16,1.72,0.0
20200801:0330,78.42,38.59,23.51,1.66,0.0
20200801:0430,163.52,52.81,23.85,1.17,0.0
20200801:0530,222.71,66.75,24.53,1.1,0.0
20200801:0630,426.97,79.11,25.76,1.1,0.0
20200801:0730,372.51,79.1,27.24,1.52,0.0
20200801:0830,372.34,66.73,27.15,1.86,0.0
20200801:0930,278.15,52.79,27.34,2.0,0.0
20200801:1030,111.0,38.57,25.47,2.34,0.0
20200801:1130,100.89,24.32,24.56,1.79,0.0
20200801:1230,23.55,10.11,23.96,2.14,0.0
20200801:1330,0.0,-3.95,23.3,1.59,0.0
20200801:1430,0.0,0.0,23.12,1.52,0.0
20200801:1530,0.0,0.0,23.2,1.38,0.0
20200801:1630,0.0,0.0,23.29,1.31,0.0
20200801:1730,0.0,0.0,23.41,1.31,0.0
20200801:1830,0.0,0.0,23.31,1.59,0.0
20200801:1930,0.0,0.0,23.18,1.31,0.0
20200801:2030,0.0,0.0,23.07,1.59,0.0
20200801:2130,0.0,0.0,23.05,1.24,0.0
20200801:2230,0.0,0.0,23.01,1.31,0.0
20200801:2330,0.0,0.0,23.0,1.17,0.0
20200802:0030,0.0,-3.97,23.27,1.03,0.0
20200802:0130,9.82,10.12,23.04,1.24,0.0
20200802:0230,28.49,24.34,23.12,1.86,0.0
20200802:0330,100.2,38.61,23.19,1.86,0.0
20200802:0430,184.48,52.85,23.44,1.72,0.0
20200802:0530,273.86,66.84,23.92,1.93,0.0
20200802:0630,192.3,79.31,24.15,2.0,0.0
20200802:0730,232.37,79.27,24.19,1.31,0.0
20200802:0830,99.76,66.79,25.01,1.59,0.0
20200802:0930,111.0,52.8,23.89,1.86,0.0
20200802:1030,72.33,38.56,23.62,2.62,0.0
20200802:1130,35.51,24.29,23.52,1.86,0.0
20200802:1230,15.26,10.07,23.46,1.79,0.0
20200802:1330,0.0,-4.01,23.27,2.0,0.0
20200802:1430,0.0,0.0,23.11,1.59,0.0
20200802:1530,0.0,0.0,23.05,1.72,0.0
20200802:1630,0.0,0.0,22.89,1.24,0.0
20200802:1730,0.0,0.0,22.82,1.03,0.0
20200802:1830,0.0,0.0,22.79,0.62,0.0
20200802:1930,0.0,0.0,22.93,0.76,0.0
20200802:2030,0.0,0.0,23.03,0.97,0.0
20200802:2130,0.0,0.0,23.06,1.45,0.0
20200802:2230,0.0,0.0,23.06,1.86,0.0
20200802:2330,0.0,0.0,23.09,1.52,0.0
20200803:0030,0.0,-4.0,23.39,1.38,0.0
20200803:0130,24.23,10.1,23.06,1.52,0.0
20200803:0230,84.78,24.34,23.24,1.86,0.0
20200803:0330,165.04,38.64,23.37,2.14,0.0
20200803:0430,221.55,52.9,24.32,1.93,0.0
20200803:0530,348.91,66.93,24.75,2.62,0.0
20200803:0630,416.66,79.5,25.46,2.48,0.0
20200803:0730,369.92,79.45,25.9,2.83,0.0
20200803:0830,322.39,66.85,25.93,2.62,0.0
20200803:0930,262.4,52.82,25.3,2.62,0.0
20200803:1030,152.42,38.55,24.55,2.34,0.0
20200803:1130,114.19,24.26,24.24,2.14,0.0
20200803:1230,27.09,10.02,24.22,2.48,0.0
20200803:1330,0.0,-4.08,23.74,2.28,0.0
20200803:1430,0.0,0.0,23.2,1.59,0.0
20200803:1530,0.0,0.0,23.05,1.59,0.0
20200803:1630,0.0,0.0,23.07,0.83,0.0
20200803:1730,0.0,0.0,23.13,0.28,0.0
20200803:1830,0.0,0.0,23.2,0.21,0.0
20200803:1930,0.0,0.0,23.27,1.45,0.0
20200803:2030,0.0,0.0,23.18,1.72,0.0
20200803:2130,0.0,0.0,23.08,1.45,0.0
20200803:2230,0.0,0.0,23.05,1.31,0.0
20200803:2330,0.0,0.0,22.98,1.52,0.0
20200804:0030,0.0,-4.03,23.05,1.52,0.0
20200804:0130,26.04,10.09,22.94,1.59,0.0
20200804:0230,76.28,24.34,22.96,2.21,0.0
20200804:0330,165.93,38.66,23.34,0.9,0.0
20200804:0430,211.65,52.95,24.71,0.97,0.0
20200804:0530,274.46,67.02,24.72,1.59,0.0
20200804:0630,276.21,79.7,24.72,1.66,0.0
20200804:0730,278.49,79.62,25.79,1.45,0.0
20200804:0830,201.24,66.9,25.06,2.14,0.0
20200804:0930,229.04,52.83,24.63,2.34,0.0
20200804:1030,111.28,38.54,24.91,1.66,0.0
20200804:1130,96.02,24.22,24.61,1.38,0.0
20200804:1230,30.75,9.97,24.75,1.38,0.0
20200804:1330,0.0,-4.16,23.61,1.86,0.0
20200804:1430,0.0,0.0,23.47,0.69,0.0
20200804:1530,0.0,0.0,23.28,0.97,0.0
20200804:1630,0.0,0.0,23.04,0.97,0.0
20200804:1730,0.0,0.0,22.77,1.03,0.0
20200804:1830,0.0,0.0,22.65,0.9,0.0
20200804:1930,0.0,0.0,22.68,0.9,0.0
20200804:2030,0.0,0.0,22.62,1.24,0.0
20200804:2130,0.0,0.0,22.67,1.38,0.0
20200804:2230,0.0,0.0,22.84,2.0,0.0
20200804:2330,0.0,0.0,22.91,2.76,0.0
20200805:0030,0.0,-4.07,23.06,3.31,0.0
20200805:0130,16.54,10.07,22.62,2.14,0.0
20200805:0230,73.83,24.35,22.73,1.24,0.0
20200805:0330,156.01,38.69,23.41,0.83,0.0
20200805:0430,178.75,53.0,25.24,1.38,0.0
20200805:0530,274.81,67.11,24.8,2.48,0.0
20200805:0630,313.34,79.9,25.52,2.62,0.0
20200805:0730,328.88,79.78,25.68,2.76,0.0
20200805:0830,268.64,66.95,26.49,2.07,0.0
20200805:0930,248.36,52.83,25.63,2.48,0.0
20200805:1030,169.22,38.52,26.4,1.93,0.0
20200805:1130,95.12,24.18,25.68,2.14,0.0
20200805:1230,29.87,9.91,24.84,2.28,0.0
20200805:1330,0.0,-4.23,24.28,1.17,0.0
20200805:1430,0.0,0.0,23.96,1.72,0.0
20200805:1530,0.0,0.0,23.91,3.03,0.0
20200805:1630,0.0,0.0,23.86,3.38,0.0
20200805:1730,0.0,0.0,23.87,3.17,0.0
20200805:1830,0.0,0.0,23.82,1.93,0.0
20200805:1930,0.0,0.0,23.39,1.79,0.0
