Latitude (decimal degrees): 9.948
Longitude (decimal degrees): 76.569
Elevation (m): 50.0
Irradiance Time Offset (h): 0.0
month,year
1,2018
2,2022
3,2017
4,2009
5,2016
6,2006
7,2012
8,2021
9,2021
10,2020
11,2020
12,2007
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20060612:1500,25.42,90.2,0.0,-0.0,0.0,407.4,0.55,6.0,99450.0
20060612:1600,25.23,90.2,0.0,-0.0,0.0,412.2,0.83,33.0,99500.0
20060612:1700,24.72,90.15,0.0,-0.0,0.0,407.55,0.9,20.0,99540.0
20060612:1800,24.51,93.1,0.0,-0.0,0.0,412.8,0.9,6.0,99550.0
20060612:1900,24.17,93.1,0.0,-0.0,0.0,406.6,0.76,9.0,99520.0
20060612:2000,23.82,93.1,0.0,-0.0,0.0,405.05,0.76,33.0,99470.0
20060612:2100,23.8,93.1,0.0,-0.0,0.0,413.2,0.83,45.0,99420.0
20060612:2200,23.4,96.2,0.0,-0.0,0.0,398.1,0.97,52.0,99380.0
20060612:2300,23.45,96.2,0.0,-0.0,0.0,410.65,0.97,69.0,99350.0
20060613:0000,22.94,96.15,0.0,-0.0,0.0,394.8,0.9,75.0,99360.0
20060613:0100,22.86,96.15,128.9,786.21,55.5,403.05,0.83,70.0,99390.0
20060613:0200,24.35,93.1,327.6,678.75,105.85,394.0,0.34,50.0,99450.0
20060613:0300,26.03,81.8,518.8,671.15,154.75,401.95,0.48,10.0,99500.0
20060613:0400,27.31,74.3,645.95,681.16,151.55,401.4,0.83,321.0,99530.0
20060613:0500,28.42,69.75,760.1,698.64,156.2,417.85,1.24,302.0,99520.0
20060613:0600,29.14,67.6,603.1,411.67,212.55,415.5,1.66,295.0,99460.0
20060613:0700,29.15,67.6,761.4,580.43,196.65,428.65,1.93,291.0,99390.0
20060613:0800,29.52,65.5,626.8,457.51,198.75,419.95,2.34,284.0,99320.0
20060613:0900,29.17,67.6,534.9,481.17,131.15,421.3,2.48,281.0,99260.0
20060613:1000,28.82,67.6,360.25,382.14,96.55,431.4,2.55,284.0,99240.0
20060613:1100,27.75,74.4,216.55,276.25,78.8,420.55,1.93,287.0,99230.0
20060613:1200,27.09,81.9,78.45,171.3,30.85,420.9,1.45,287.0,99260.0
20060613:1300,26.4,87.35,0.75,0.0,0.75,412.0,0.69,297.0,99330.0
20060613:1400,25.92,87.3,0.0,-0.0,0.0,411.25,0.69,352.0,99390.0
20060613:1500,25.38,90.2,0.0,-0.0,0.0,410.85,1.17,23.0,99450.0
20060613:1600,24.84,90.15,0.0,-0.0,0.0,405.25,1.17,33.0,99500.0
20060613:1700,24.55,93.1,0.0,-0.0,0.0,406.8,1.03,48.0,99520.0
20060613:1800,24.15,93.1,0.0,-0.0,0.0,400.2,1.1,65.0,99530.0
20060613:1900,24.12,96.2,0.0,-0.0,0.0,406.0,0.9,86.0,99450.0
20060613:2000,23.58,96.2,0.0,-0.0,0.0,392.85,0.9,92.0,99390.0
20060613:2100,23.35,96.2,0.0,-0.0,0.0,403.3,0.69,90.0,99350.0
20060613:2200,23.18,96.2,0.0,-0.0,0.0,404.65,0.69,66.0,99290.0
20060613:2300,23.31,96.2,0.0,-0.0,0.0,409.5,1.03,64.0,99310.0
20060614:0000,23.11,96.15,0.0,-0.0,0.0,405.05,1.1,68.0,99350.0
20060614:0100,22.89,96.15,121.45,783.24,48.85,396.85,1.1,62.0,99390.0
20060614:0200,24.1,93.1,320.05,663.08,103.9,396.75,0.48,42.0,99460.0
20060614:0300,25.87,81.8,449.0,614.09,116.35,407.0,0.69,10.0,99500.0
20060614:0400,26.94,76.7,640.4,677.31,149.25,406.4,0.9,333.0,99530.0
20060614:0500,28.19,69.75,756.65,692.09,158.8,412.0,0.97,300.0,99520.0
20060614:0600,29.04,67.6,702.0,500.84,227.05,410.1,1.45,290.0,99480.0
20060614:0700,29.04,67.6,551.95,351.31,210.2,424.8,1.86,309.0,99450.0
20060614:0800,28.83,69.85,674.3,527.18,181.05,429.25,2.07,295.0,99360.0
20060614:0900,29.24,67.7,558.0,460.88,171.15,425.55,2.14,293.0,99300.0
20060614:1000,29.1,69.85,352.1,321.26,130.25,430.6,2.21,288.0,99200.0
20060614:1100,28.22,72.1,185.1,196.27,87.1,419.0,1.86,285.0,99210.0
20060614:1200,26.63,84.55,65.95,81.45,43.25,425.55,1.59,298.0,99280.0
20060614:1300,25.56,90.2,0.75,0.0,0.75,416.65,0.62,333.0,99310.0
20060614:1400,25.57,90.2,0.0,-0.0,0.0,425.95,0.83,7.0,99390.0
20060614:1500,25.2,90.2,0.0,-0.0,0.0,417.65,0.76,27.0,99470.0
20060614:1600,25.16,90.15,0.0,-0.0,0.0,420.15,0.21,62.0,99530.0
20060614:1700,24.59,96.2,0.0,-0.0,0.0,416.65,0.41,176.0,99540.0
20060614:1800,24.26,93.1,0.0,-0.0,0.0,416.1,0.41,177.0,99550.0
20060614:1900,24.71,90.15,0.0,-0.0,0.0,427.3,0.48,37.0,99470.0
20060614:2000,24.93,90.15,0.0,-0.0,0.0,421.9,0.07,0.0,99440.0
20060614:2100,24.48,93.1,0.0,-0.0,0.0,418.8,0.28,212.0,99400.0
20060614:2200,24.26,93.1,0.0,-0.0,0.0,424.2,0.41,217.0,99370.0
20060614:2300,24.1,96.2,0.0,-0.0,0.0,425.75,0.41,191.0,99370.0
20060615:0000,24.1,96.2,0.0,-0.0,0.0,426.9,0.62,171.0,99410.0
20060615:0100,23.84,96.2,55.2,236.96,33.4,422.6,0.62,195.0,99400.0
20060615:0200,24.32,96.2,162.65,203.85,96.35,422.85,0.34,231.0,99470.0
20060615:0300,24.57,96.2,274.55,203.71,164.35,431.0,0.41,249.0,99520.0
20060615:0400,25.79,84.5,503.65,436.79,187.2,424.0,0.62,274.0,99570.0
20060615:0500,26.61,84.55,709.9,560.23,226.25,430.0,0.83,291.0,99570.0
20060615:0600,27.9,76.85,827.6,682.8,180.35,427.7,1.24,293.0,99530.0
20060615:0700,29.1,69.85,789.4,649.58,157.6,423.65,2.14,295.0,99390.0
20060615:0800,29.32,67.7,659.7,492.52,198.85,424.6,2.55,297.0,99340.0
20060615:0900,29.12,69.85,509.3,378.55,191.45,433.1,2.76,292.0,99250.0
20060615:1000,28.38,74.5,294.25,142.25,195.95,426.9,1.45,282.0,99230.0
20060615:1100,26.1,90.2,153.75,96.1,105.7,422.1,1.1,296.0,99260.0
20060615:1200,25.66,93.15,60.75,52.23,46.15,420.9,0.48,333.0,99290.0
20060615:1300,25.31,93.15,0.9,0.0,0.9,413.75,0.28,346.0,99340.0
20060615:1400,25.21,93.15,0.0,-0.0,0.0,418.2,0.48,44.0,99400.0
20060615:1500,24.78,93.15,0.0,-0.0,0.0,415.1,0.55,42.0,99470.0
20060615:1600,24.32,96.2,0.0,-0.0,0.0,411.65,0.55,42.0,99530.0
20060615:1700,24.22,93.1,0.0,-0.0,0.0,417.65,0.69,42.0,99560.0
20060615:1800,24.3,93.1,0.0,-0.0,0.0,425.0,0.76,40.0,99560.0
20060615:1900,24.15,99.4,0.0,-0.0,0.0,427.7,0.48,15.0,99470.0
20060615:2000,24.52,93.1,0.0,-0.0,0.0,434.65,0.21,356.0,99400.0
20060615:2100,24.38,96.2,0.0,-0.0,0.0,428.1,0.21,93.0,99340.0
20060615:2200,24.11,99.4,0.0,-0.0,0.0,431.95,0.55,216.0,99350.0
20060615:2300,24.05,99.4,0.0,-0.0,0.0,434.3,0.83,225.0,99390.0
20060616:0000,23.9,96.2,0.0,-0.0,0.0,428.85,0.28,243.0,99410.0
20060616:0100,23.94,99.4,55.95,163.78,41.0,430.3,0.21,1.0,99410.0
20060616:0200,24.78,96.2,125.25,144.23,78.45,432.55,0.48,293.0,99510.0
20060616:0300,24.45,96.2,166.6,67.47,130.15,433.7,0.69,270.0,99560.0
20060616:0400,24.67,96.2,348.2,158.39,233.55,436.8,0.69,278.0,99600.0
20060616:0500,25.41,96.25,526.45,294.45,272.4,428.45,0.62,318.0,99600.0
20060616:0600,26.91,84.6,486.6,278.81,222.4,431.75,1.1,298.0,99560.0
20060616:0700,26.7,81.9,316.2,114.5,204.85,439.9,2.0,269.0,99500.0
20060616:0800,25.44,90.2,381.9,124.98,264.95,425.0,1.52,296.0,99440.0
20060616:0900,26.14,90.2,374.6,196.97,209.15,421.9,1.24,317.0,99380.0
20060616:1000,26.2,84.55,232.8,100.06,163.6,421.9,1.52,316.0,99330.0
20060616:1100,25.38,90.2,166.0,139.3,96.25,427.7,1.1,312.0,99330.0
20060616:1200,25.08,96.2,49.95,36.73,39.65,418.4,0.97,292.0,99380.0
20060616:1300,24.34,93.1,0.65,0.0,0.65,421.9,0.83,290.0,99400.0
20060616:1400,24.1,96.2,0.0,-0.0,0.0,427.1,0.9,14.0,99470.0
20060616:1500,23.9,96.2,0.0,-0.0,0.0,424.4,1.1,31.0,99520.0
20060616:1600,23.39,99.4,0.0,-0.0,0.0,417.25,0.34,29.0,99580.0
20060616:1700,23.56,99.4,0.0,-0.0,0.0,426.75,0.62,195.0,99630.0
20060616:1800,23.32,99.4,0.0,-0.0,0.0,422.45,0.34,186.0,99630.0
20060616:1900,22.95,100.0,0.0,-0.0,0.0,411.65,0.83,44.0,99470.0
20060616:2000,22.59,100.0,0.0,-0.0,0.0,406.2,0.69,45.0,99380.0
20060616:2100,22.31,99.4,0.0,-0.0,0.0,404.45,0.48,36.0,99340.0
20060616:2200,23.68,90.1,0.0,-0.0,0.0,404.1,0.14,9.0,99350.0
20060616:2300,22.23,96.15,0.0,-0.0,0.0,400.6,0.48,86.0,99350.0
20060617:0000,21.66,99.4,0.0,-0.0,0.0,401.55,1.03,83.0,99360.0
20060617:0100,21.7,99.4,106.9,621.84,50.6,402.25,0.83,96.0,99370.0
20060617:0200,23.88,96.2,286.05,585.7,96.45,410.45,0.28,127.0,99460.0
20060617:0300,25.06,90.15,473.0,625.11,135.75,411.65,0.14,244.0,99540.0
20060617:0400,26.0,87.3,491.35,415.37,190.95,410.85,0.55,258.0,99580.0
20060617:0500,26.63,87.35,656.65,555.15,177.95,428.3,0.34,318.0,99580.0
20060617:0600,27.58,81.95,738.4,601.46,168.65,428.1,0.48,331.0,99510.0
20060617:0700,28.88,67.6,817.15,690.01,146.2,413.75,1.1,315.0,99430.0
20060617:0800,29.65,65.5,637.2,455.18,211.2,424.6,1.86,288.0,99350.0
20060617:0900,28.65,69.75,445.45,313.88,181.7,425.55,2.21,279.0,99260.0
20060617:1000,27.81,72.0,303.15,226.48,146.4,423.65,2.14,276.0,99240.0
20060617:1100,27.2,74.3,205.65,267.04,71.75,422.3,1.79,276.0,99220.0
20060617:1200,26.1,84.5,79.5,152.71,36.55,422.1,0.76,293.0,99250.0
20060617:1300,25.56,90.2,0.75,0.0,0.75,409.3,0.48,32.0,99300.0
20060617:1400,24.86,87.25,0.0,-0.0,0.0,410.65,1.1,44.0,99380.0
20060617:1500,24.52,90.1,0.0,-0.0,0.0,410.85,0.9,63.0,99430.0
20060617:1600,24.27,90.1,0.0,-0.0,0.0,409.7,0.9,67.0,99470.0
20060617:1700,24.06,93.1,0.0,-0.0,0.0,409.5,0.97,61.0,99510.0
20060617:1800,23.6,96.2,0.0,-0.0,0.0,401.55,0.83,63.0,99480.0
20060617:1900,23.99,93.1,0.0,-0.0,0.0,409.1,0.76,3.0,99350.0
20060617:2000,23.95,93.1,0.0,-0.0,0.0,408.35,0.76,2.0,99310.0
20060617:2100,23.57,96.2,0.0,-0.0,0.0,402.35,1.03,44.0,99250.0
20060617:2200,23.54,96.2,0.0,-0.0,0.0,404.65,1.17,57.0,99190.0
20060617:2300,23.34,93.05,0.0,-0.0,0.0,406.2,1.1,59.0,99180.0
20060618:0000,23.06,96.15,0.0,-0.0,0.0,405.05,0.97,76.0,99170.0
20060618:0100,22.88,96.15,122.9,599.84,69.05,397.8,0.97,95.0,99200.0
20060618:0200,24.57,93.1,307.35,588.65,117.25,399.85,0.34,109.0,99270.0
20060618:0300,26.18,79.2,516.75,700.57,139.3,401.75,0.07,241.0,99330.0
20060618:0400,27.72,72.0,657.85,651.84,186.85,410.3,0.9,304.0,99360.0
20060618:0500,28.76,69.85,788.45,632.34,243.5,411.45,1.24,302.0,99370.0
20060618:0600,29.49,69.95,733.8,488.92,270.8,417.65,1.38,293.0,99320.0
20060618:0700,30.14,59.45,744.7,537.44,222.15,424.0,1.72,300.0,99250.0
20060618:0800,30.52,57.6,732.6,556.5,211.7,426.75,1.79,286.0,99180.0
20060618:0900,30.19,61.45,500.6,311.9,238.4,428.1,2.0,275.0,99090.0
20060618:1000,29.53,65.5,299.25,149.28,195.85,433.1,2.14,267.0,99040.0
20060618:1100,28.26,72.1,123.4,14.34,116.2,424.8,1.59,272.0,99040.0
20060618:1200,27.43,79.35,54.05,54.42,38.7,428.3,1.24,269.0,99060.0
20060618:1300,26.62,84.55,1.0,0.0,1.0,426.9,0.97,286.0,99100.0
20060618:1400,25.56,87.3,0.0,-0.0,0.0,418.0,0.69,334.0,99180.0
20060618:1500,25.25,87.3,0.0,-0.0,0.0,419.95,0.14,65.0,99240.0
20060618:1600,24.77,90.15,0.0,-0.0,0.0,411.65,0.48,89.0,99280.0
20060618:1700,24.64,93.1,0.0,-0.0,0.0,417.65,0.9,96.0,99320.0
20060618:1800,24.46,93.1,0.0,-0.0,0.0,417.85,0.9,106.0,99350.0
20060618:1900,24.8,90.15,0.0,-0.0,0.0,418.6,0.41,78.0,99230.0
20060618:2000,24.91,90.15,0.0,-0.0,0.0,426.35,0.21,72.0,99170.0
20060618:2100,24.63,93.1,0.0,-0.0,0.0,421.9,0.34,325.0,99160.0
20060618:2200,24.16,93.1,0.0,-0.0,0.0,429.05,0.55,330.0,99130.0
20060618:2300,24.07,96.2,0.0,-0.0,0.0,427.5,0.34,85.0,99080.0
20060619:0000,24.11,96.2,0.0,-0.0,0.0,419.2,0.41,260.0,99090.0
20060619:0100,23.91,96.2,78.95,317.45,50.7,422.0,0.55,262.0,99150.0
20060619:0200,24.38,96.2,237.0,375.28,116.1,421.7,0.07,149.0,99200.0
20060619:0300,25.37,93.15,469.35,628.19,131.35,422.45,0.21,150.0,99260.0
20060619:0400,26.81,81.9,657.15,690.21,158.85,415.7,0.28,206.0,99270.0
20060619:0500,28.13,76.85,721.1,654.85,157.05,419.95,1.1,248.0,99270.0
20060619:0600,28.65,76.95,719.2,555.08,193.7,425.0,1.66,248.0,99230.0
20060619:0700,29.42,67.7,720.5,466.09,267.35,428.85,1.72,268.0,99110.0
20060619:0800,29.24,69.95,461.0,276.71,201.95,431.75,2.07,274.0,99040.0
20060619:0900,27.74,76.85,310.25,206.53,136.55,436.8,0.97,296.0,99040.0
20060619:1000,27.16,84.6,224.1,113.09,145.7,428.65,0.97,293.0,98960.0
20060619:1100,25.4,93.15,192.95,137.02,124.05,430.8,0.76,282.0,98990.0
20060619:1200,25.41,90.2,60.25,68.93,40.75,415.9,0.41,235.0,98970.0
20060619:1300,24.92,93.15,0.85,0.0,0.85,419.0,0.41,129.0,99050.0
20060619:1400,24.49,93.1,0.0,-0.0,0.0,420.55,0.28,128.0,99090.0
20060619:1500,24.28,96.2,0.0,-0.0,0.0,425.4,0.21,175.0,99180.0
20060619:1600,24.21,96.2,0.0,-0.0,0.0,430.4,0.55,232.0,99260.0
20060619:1700,24.2,96.2,0.0,-0.0,0.0,432.75,0.0,102.0,99320.0
20060619:1800,24.1,100.0,0.0,-0.0,0.0,433.9,0.0,60.0,99310.0
20060619:1900,23.82,99.4,0.0,-0.0,0.0,432.35,0.76,91.0,99140.0
20060619:2000,23.63,99.4,0.0,-0.0,0.0,433.5,0.48,104.0,99080.0
20060619:2100,23.52,100.0,0.0,-0.0,0.0,433.5,0.41,79.0,99080.0
20060619:2200,23.24,99.4,0.0,-0.0,0.0,433.5,0.9,87.0,99020.0
20060619:2300,23.21,96.2,0.0,-0.0,0.0,433.3,1.1,104.0,98990.0
20060620:0000,23.33,96.2,0.0,-0.0,0.0,430.4,0.69,122.0,98990.0
20060620:0100,23.24,99.4,40.0,119.07,29.5,431.3,0.34,141.0,99050.0
20060620:0200,23.42,99.4,100.3,89.0,71.7,431.4,0.41,140.0,99100.0
20060620:0300,23.8,99.4,235.8,163.96,147.7,432.15,0.48,181.0,99190.0
20060620:0400,24.55,99.4,227.9,97.04,157.9,425.0,0.76,209.0,99230.0
20060620:0500,24.71,96.2,228.25,32.41,200.35,436.2,1.03,211.0,99220.0
20060620:0600,24.94,96.2,424.15,201.01,233.9,438.75,0.83,195.0,99190.0
20060620:0700,26.78,84.6,457.05,186.23,276.0,437.75,1.17,218.0,99120.0
20060620:0800,26.89,84.6,419.8,177.97,253.15,434.85,1.17,235.0,99040.0
20060620:0900,25.75,87.3,200.2,63.05,147.15,435.65,1.93,255.0,98960.0
20060620:1000,24.95,93.15,153.3,42.01,124.15,430.0,0.97,255.0,98970.0
20060620:1100,24.49,96.2,107.85,29.98,92.75,433.3,0.34,15.0,98900.0
20060620:1200,24.48,96.2,29.6,15.86,25.1,428.45,0.62,0.0,98940.0
20060620:1300,24.04,99.4,0.4,0.0,0.4,430.8,0.48,326.0,99010.0
20060620:1400,23.98,96.2,0.0,-0.0,0.0,428.65,0.34,268.0,99060.0
20060620:1500,23.78,99.4,0.0,-0.0,0.0,433.9,0.41,245.0,99140.0
20060620:1600,23.58,100.0,0.0,-0.0,0.0,431.55,0.48,240.0,99210.0
20060620:1700,23.59,100.0,0.0,-0.0,0.0,434.1,0.34,266.0,99280.0
20060620:1800,23.32,99.4,0.0,-0.0,0.0,433.5,0.34,28.0,99250.0
20060620:1900,23.36,99.4,0.0,-0.0,0.0,434.3,0.34,353.0,99140.0
20060620:2000,23.48,100.0,0.0,-0.0,0.0,432.15,0.48,21.0,99080.0
20060620:2100,23.21,99.4,0.0,-0.0,0.0,433.1,0.0,65.0,99030.0
20060620:2200,23.18,99.4,0.0,-0.0,0.0,431.95,0.34,204.0,98980.0
20060620:2300,22.95,100.0,0.0,-0.0,0.0,430.6,0.48,184.0,99030.0
20060621:0000,22.87,99.4,0.0,-0.0,0.0,430.4,0.55,153.0,99020.0
20060621:0100,22.89,99.4,18.9,0.0,18.9,429.75,0.69,132.0,99070.0
20060621:0200,22.98,100.0,51.0,0.0,51.0,428.1,0.55,134.0,99100.0
20060621:0300,23.35,99.4,102.55,8.01,98.25,429.85,0.34,143.0,99160.0
20060621:0400,24.41,99.4,152.4,19.56,138.3,432.75,0.28,244.0,99200.0
20060621:0500,24.42,100.0,336.1,71.12,274.9,435.25,0.62,258.0,99200.0
20060621:0600,25.02,93.15,244.0,3.28,240.9,427.3,1.17,271.0,99160.0
20060621:0700,25.02,99.4,308.15,13.06,295.45,427.5,0.9,209.0,99070.0
20060621:0800,24.95,96.2,256.1,17.35,239.85,423.85,1.03,240.0,99030.0
20060621:0900,25.08,96.2,164.4,8.73,157.05,428.85,0.69,244.0,98980.0
20060621:1000,24.7,99.4,166.7,23.26,150.55,428.85,0.48,247.0,98940.0
20060621:1100,24.25,99.4,82.5,5.06,79.95,425.75,1.31,260.0,98950.0
20060621:1200,23.65,99.4,24.65,9.14,22.05,429.65,0.97,262.0,98990.0
20060621:1300,23.57,100.0,0.75,0.0,0.75,428.3,0.21,64.0,99010.0
20060621:1400,23.39,99.4,0.0,-0.0,0.0,426.15,0.34,198.0,99050.0
20060621:1500,23.14,99.4,0.0,-0.0,0.0,420.15,0.55,192.0,99150.0
20060621:1600,23.1,100.0,0.0,-0.0,0.0,426.75,0.55,233.0,99210.0
20060621:1700,23.11,100.0,0.0,-0.0,0.0,428.65,0.55,222.0,99240.0
20060621:1800,23.1,100.0,0.0,-0.0,0.0,427.7,0.69,242.0,99220.0
20060621:1900,23.08,100.0,0.0,-0.0,0.0,428.1,1.24,244.0,99150.0
20060621:2000,22.9,100.0,0.0,-0.0,0.0,431.35,1.1,256.0,99050.0
20060621:2100,22.83,99.4,0.0,-0.0,0.0,429.45,1.03,251.0,99050.0
20060621:2200,22.79,99.4,0.0,-0.0,0.0,429.25,1.17,261.0,98990.0
20060621:2300,22.81,99.4,0.0,-0.0,0.0,427.5,1.45,278.0,98990.0
20060622:0000,22.96,100.0,0.0,-0.0,0.0,427.9,1.17,286.0,99000.0
20060622:0100,23.07,100.0,49.55,87.26,42.0,427.25,1.17,280.0,99040.0
20060622:0200,23.37,99.4,141.25,136.04,97.75,420.55,1.17,289.0,99090.0
20060622:0300,24.23,99.4,276.85,171.58,184.9,418.8,1.03,311.0,99120.0
20060622:0400,24.97,93.15,434.8,239.38,262.4,417.45,1.03,323.0,99150.0
20060622:0500,26.05,87.3,533.7,240.44,326.9,420.35,1.1,319.0,99160.0
20060622:0600,27.01,76.7,467.35,249.09,231.7,420.35,1.31,305.0,99130.0
20060622:0700,27.59,69.6,349.6,144.77,208.85,427.9,1.59,276.0,98980.0
20060622:0800,26.86,71.85,276.65,71.09,210.05,425.55,1.93,240.0,98960.0
20060622:0900,25.97,79.15,240.6,55.09,194.2,427.9,2.21,227.0,98900.0
20060622:1000,25.16,81.75,128.9,20.58,114.6,424.4,2.34,226.0,98900.0
20060622:1100,23.95,100.0,63.3,33.66,46.3,423.65,1.59,224.0,98890.0
20060622:1200,23.39,99.4,8.1,0.0,8.1,428.3,1.31,216.0,98870.0
20060622:1300,23.21,99.4,0.25,0.0,0.25,431.0,1.24,215.0,98900.0
20060622:1400,23.2,99.4,0.0,-0.0,0.0,429.05,1.66,222.0,98960.0
20060622:1500,23.23,99.4,0.0,-0.0,0.0,430.4,2.14,240.0,99050.0
20060622:1600,23.22,99.4,0.0,-0.0,0.0,430.4,2.34,251.0,99140.0
20060622:1700,23.19,99.4,0.0,-0.0,0.0,429.25,2.55,260.0,99160.0
20060622:1800,23.03,100.0,0.0,-0.0,0.0,425.95,2.62,260.0,99180.0
20060622:1900,23.01,100.0,0.0,-0.0,0.0,429.85,2.76,241.0,99130.0
20060622:2000,23.04,100.0,0.0,-0.0,0.0,424.6,2.76,236.0,99040.0
20060622:2100,23.06,100.0,0.0,-0.0,0.0,423.85,2.62,233.0,99000.0
20060622:2200,22.93,100.0,0.0,-0.0,0.0,424.4,2.62,232.0,98980.0
20060622:2300,22.94,100.0,0.0,-0.0,0.0,423.85,2.62,230.0,99000.0
20060623:0000,22.96,100.0,0.0,-0.0,0.0,425.2,1.72,217.0,99020.0
20060623:0100,23.03,100.0,5.85,0.0,5.85,429.35,1.24,196.0,99090.0
20060623:0200,23.07,100.0,12.6,0.0,12.6,426.9,1.17,187.0,99170.0
20060623:0300,23.16,99.4,19.15,0.0,19.15,428.3,1.24,193.0,99240.0
20060623:0400,23.2,99.4,38.3,0.14,38.2,427.1,1.59,203.0,99300.0
20060623:0500,23.3,99.4,70.6,0.0,70.6,428.45,1.93,220.0,99320.0
20060623:0600,23.44,100.0,131.4,1.32,130.15,425.4,2.55,233.0,99290.0
20060623:0700,23.77,99.4,109.25,6.02,103.4,429.45,3.03,240.0,99230.0
20060623:0800,23.85,99.4,148.75,6.4,142.75,426.75,2.62,241.0,99170.0
20060623:0900,24.25,99.4,123.05,0.42,122.7,427.1,2.0,241.0,99110.0
20060623:1000,24.28,99.4,95.5,3.02,93.4,426.75,1.66,252.0,99090.0
20060623:1100,24.0,100.0,49.35,0.0,49.35,426.35,1.79,263.0,99080.0
20060623:1200,23.84,99.4,13.9,0.0,13.9,430.2,1.79,274.0,99150.0
20060623:1300,23.72,99.4,0.1,0.0,0.1,427.3,1.45,286.0,99160.0
20060623:1400,23.64,100.0,0.0,-0.0,0.0,427.9,1.1,296.0,99230.0
20060623:1500,23.42,100.0,0.0,-0.0,0.0,428.3,1.59,282.0,99320.0
20060623:1600,23.11,100.0,0.0,-0.0,0.0,425.2,1.1,279.0,99360.0
20060623:1700,23.01,100.0,0.0,-0.0,0.0,423.05,0.55,267.0,99410.0
20060623:1800,23.2,99.4,0.0,-0.0,0.0,424.0,0.28,293.0,99410.0
20060623:1900,22.95,100.0,0.0,-0.0,0.0,427.5,0.28,334.0,99340.0
20060623:2000,22.74,99.4,0.0,-0.0,0.0,421.3,0.34,306.0,99290.0
20060623:2100,22.63,100.0,0.0,-0.0,0.0,421.1,0.76,37.0,99200.0
20060623:2200,22.59,100.0,0.0,-0.0,0.0,422.65,0.76,41.0,99150.0
20060623:2300,22.63,100.0,0.0,-0.0,0.0,426.55,0.55,55.0,99140.0
20060624:0000,22.7,99.4,0.0,-0.0,0.0,427.7,0.76,53.0,99140.0
20060624:0100,22.65,99.4,57.4,61.91,52.15,422.95,0.76,66.0,99170.0
20060624:0200,23.5,100.0,147.9,91.62,118.75,420.55,0.28,59.0,99250.0
20060624:0300,23.97,99.4,183.45,37.89,163.2,423.45,0.14,18.0,99330.0
20060624:0400,25.87,87.3,411.65,280.91,209.65,431.75,0.28,14.0,99370.0
20060624:0500,26.21,90.25,516.95,383.95,187.0,427.5,1.1,286.0,99370.0
20060624:0600,26.02,87.3,545.4,275.55,284.8,424.8,2.97,268.0,99330.0
20060624:0700,26.66,84.55,350.6,155.5,199.4,420.55,2.97,271.0,99280.0
20060624:0800,26.4,84.55,386.9,163.49,233.65,429.85,2.62,274.0,99240.0
20060624:0900,26.76,79.3,219.1,93.16,140.55,427.7,1.79,290.0,99180.0
20060624:1000,26.28,81.85,253.75,166.32,137.95,436.2,2.34,282.0,99160.0
20060624:1100,26.03,87.3,76.6,26.16,63.35,425.75,2.07,291.0,99140.0
20060624:1200,25.51,90.2,48.1,56.8,31.8,433.3,1.66,293.0,99200.0
20060624:1300,23.99,96.2,0.5,0.0,0.5,422.65,2.0,287.0,99250.0
20060624:1400,23.45,99.4,0.0,-0.0,0.0,425.0,1.45,295.0,99300.0
20060624:1500,23.15,99.4,0.0,-0.0,0.0,426.75,0.97,315.0,99400.0
20060624:1600,23.09,100.0,0.0,-0.0,0.0,423.25,1.31,305.0,99440.0
20060624:1700,23.14,100.0,0.0,-0.0,0.0,428.45,1.52,301.0,99500.0
20060624:1800,23.21,99.4,0.0,-0.0,0.0,429.85,1.38,294.0,99480.0
20060624:1900,23.07,100.0,0.0,-0.0,0.0,427.1,1.38,288.0,99410.0
20060624:2000,23.06,100.0,0.0,-0.0,0.0,429.45,1.72,271.0,99350.0
20060624:2100,23.01,100.0,0.0,-0.0,0.0,426.9,1.52,274.0,99280.0
20060624:2200,22.89,99.4,0.0,-0.0,0.0,426.75,1.17,283.0,99280.0
20060624:2300,22.91,100.0,0.0,-0.0,0.0,429.45,0.34,350.0,99280.0
20060625:0000,23.03,100.0,0.0,-0.0,0.0,430.0,0.97,63.0,99280.0
20060625:0100,22.88,99.4,36.1,88.78,28.65,424.3,0.76,39.0,99290.0
20060625:0200,23.08,100.0,116.75,113.45,80.75,425.95,0.62,23.0,99390.0
20060625:0300,23.65,99.4,143.5,15.83,135.05,424.2,0.62,42.0,99420.0
20060625:0400,24.29,93.1,387.15,249.04,208.2,430.8,0.62,45.0,99470.0
20060625:0500,27.22,81.95,281.75,90.22,204.25,425.95,0.28,305.0,99480.0
20060625:0600,28.01,79.4,330.6,124.04,213.3,429.65,0.9,279.0,99450.0
20060625:0700,26.8,84.6,488.85,320.73,176.95,430.2,1.24,319.0,99460.0
20060625:0800,26.06,90.2,436.15,242.72,208.55,419.55,1.31,11.0,99370.0
20060625:0900,25.91,84.5,285.45,147.44,161.05,432.15,2.21,327.0,99280.0
20060625:1000,24.79,87.25,141.0,55.75,102.15,425.4,1.86,324.0,99300.0
20060625:1100,24.34,93.1,100.0,51.75,73.75,425.75,1.1,23.0,99250.0
20060625:1200,24.33,96.2,26.4,32.32,17.1,418.6,1.17,40.0,99270.0
