Latitude (decimal degrees):	9.948
Longitude (decimal degrees):	76.569
Elevation (m):	50
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200724:1130,18.59,74.03,4.99,24.43,24.9,1.93,0.0
20200724:1230,0.0,32.54,1.23,10.37,24.73,1.59,0.0
20200724:1330,0.0,0.0,0.0,-3.54,24.3,1.38,0.0
20200724:1430,0.0,0.0,0.0,0.0,23.49,0.9,0.0
20200724:1530,0.0,0.0,0.0,0.0,23.41,0.97,0.0
20200724:1630,0.0,0.0,0.0,0.0,23.24,0.83,0.0
20200724:1730,0.0,0.0,0.0,0.0,23.21,0.76,0.0
20200724:1830,0.0,0.0,0.0,0.0,23.12,0.76,0.0
20200724:1930,0.0,0.0,0.0,0.0,22.85,0.9,0.0
20200724:2030,0.0,0.0,0.0,0.0,22.98,1.03,0.0
20200724:2130,0.0,0.0,0.0,0.0,23.0,1.17,0.0
20200724:2230,0.0,0.0,0.0,0.0,23.1,1.24,0.0
20200724:2330,0.0,0.0,0.0,0.0,23.04,1.38,0.0
20200725:0030,0.0,0.0,0.0,-3.63,22.94,1.31,0.0
20200725:0130,0.0,35.49,1.34,10.3,22.96,0.97,0.0
20200725:0230,22.4,94.75,6.2,24.38,23.63,0.55,0.0
20200725:0330,92.49,123.71,10.65,38.5,24.84,0.14,0.0
20200725:0430,199.98,144.01,16.38,52.53,25.79,0.0,0.0
20200725:0530,247.36,177.04,19.12,66.18,27.42,0.62,0.0
20200725:0630,363.98,148.85,23.69,77.85,27.84,1.38,0.0
20200725:0730,360.29,143.52,23.3,77.88,28.78,1.79,0.0
20200725:0830,203.72,185.05,17.08,66.23,28.95,2.28,0.0
20200725:0930,127.22,182.31,13.55,52.58,27.64,2.28,0.0
20200725:1030,7.77,102.56,4.05,38.54,27.06,1.66,0.0
20200725:1130,11.46,92.37,4.66,24.42,26.24,0.83,0.0
20200725:1230,0.0,28.32,1.07,10.35,25.44,0.69,0.0
20200725:1330,0.0,0.0,0.0,-3.58,24.73,0.28,0.0
20200725:1430,0.0,0.0,0.0,0.0,24.65,0.48,0.0
20200725:1530,0.0,0.0,0.0,0.0,24.21,0.55,0.0
20200725:1630,0.0,0.0,0.0,0.0,23.91,0.62,0.0
20200725:1730,0.0,0.0,0.0,0.0,23.71,0.14,0.0
20200725:1830,0.0,0.0,0.0,0.0,22.88,0.69,0.0
20200725:1930,0.0,0.0,0.0,0.0,23.86,0.41,0.0
20200725:2030,0.0,0.0,0.0,0.0,23.86,0.41,0.0
20200725:2130,0.0,0.0,0.0,0.0,23.69,0.41,0.0
20200725:2230,0.0,0.0,0.0,0.0,23.58,0.41,0.0
20200725:2330,0.0,0.0,0.0,0.0,22.32,0.62,0.0
20200726:0030,0.0,0.0,0.0,-3.67,23.08,0.83,0.0
20200726:0130,0.0,22.65,0.86,10.27,22.37,0.62,0.0
20200726:0230,9.05,71.08,3.57,24.37,23.24,0.21,0.0
20200726:0330,21.96,72.84,3.97,38.5,23.69,0.28,0.0
20200726:0430,74.19,191.64,10.8,52.57,25.55,0.48,0.0
20200726:0530,40.79,249.97,10.72,66.26,25.17,1.24,0.0
20200726:0630,236.27,201.22,18.89,78.02,25.29,1.72,0.0
20200726:0730,231.09,194.91,18.4,78.05,27.18,1.1,0.0
20200726:0830,211.56,199.45,17.94,66.3,27.75,1.31,0.0
20200726:0930,203.61,141.74,16.42,52.62,28.08,1.59,0.0
20200726:1030,89.97,122.03,10.34,38.55,28.13,1.72,0.0
20200726:1130,31.71,59.23,5.96,24.42,27.65,1.45,0.0
20200726:1230,0.0,30.8,1.16,10.32,26.84,0.97,0.0
20200726:1330,0.0,0.0,0.0,-3.62,26.17,0.83,0.0
20200726:1430,0.0,0.0,0.0,0.0,25.62,0.83,0.0
20200726:1530,0.0,0.0,0.0,0.0,25.31,0.41,0.0
20200726:1630,0.0,0.0,0.0,0.0,25.35,0.07,0.0
20200726:1730,0.0,0.0,0.0,0.0,25.15,0.28,0.0
20200726:1830,0.0,0.0,0.0,0.0,24.91,0.21,0.0
20200726:1930,0.0,0.0,0.0,0.0,23.97,0.62,0.0
20200726:2030,0.0,0.0,0.0,0.0,23.41,0.9,0.0
20200726:2130,0.0,0.0,0.0,0.0,23.09,0.97,0.0
20200726:2230,0.0,0.0,0.0,0.0,22.98,0.97,0.0
20200726:2330,0.0,0.0,0.0,0.0,23.08,0.9,0.0
20200727:0030,0.0,0.0,0.0,-3.72,22.92,0.9,0.0
20200727:0130,0.0,34.99,1.32,10.25,22.79,0.62,0.0
20200727:0230,12.53,82.35,4.37,24.36,24.2,0.28,0.0
20200727:0330,69.71,166.86,10.51,38.51,25.13,0.55,0.0
20200727:0430,147.7,210.61,15.62,52.6,26.52,1.45,0.0
20200727:0530,274.19,177.16,20.39,66.33,27.49,1.79,0.0
20200727:0630,285.71,158.29,19.82,78.19,28.24,2.14,0.0
20200727:0730,336.64,155.29,22.32,78.22,29.03,2.28,0.0
20200727:0830,250.66,154.25,18.33,66.38,29.34,2.41,0.0
20200727:0930,89.05,122.12,9.17,52.65,29.12,2.48,0.0
20200727:1030,59.21,155.64,9.38,38.56,27.75,1.59,0.0
20200727:1130,23.34,105.07,6.54,24.41,27.07,1.59,0.0
20200727:1230,0.0,44.1,1.67,10.3,26.75,1.38,0.0
20200727:1330,0.0,0.0,0.0,-3.67,26.24,1.03,0.0
20200727:1430,0.0,0.0,0.0,0.0,25.63,1.03,0.0
20200727:1530,0.0,0.0,0.0,0.0,25.35,0.97,0.0
20200727:1630,0.0,0.0,0.0,0.0,25.04,1.17,0.0
20200727:1730,0.0,0.0,0.0,0.0,24.67,1.1,0.0
20200727:1830,0.0,0.0,0.0,0.0,24.36,1.03,0.0
20200727:1930,0.0,0.0,0.0,0.0,24.43,1.66,0.0
20200727:2030,0.0,0.0,0.0,0.0,24.25,1.45,0.0
20200727:2130,0.0,0.0,0.0,0.0,24.04,1.24,0.0
20200727:2230,0.0,0.0,0.0,0.0,23.81,1.1,0.0
20200727:2330,0.0,0.0,0.0,0.0,23.74,1.03,0.0
20200728:0030,0.0,0.0,0.0,-3.76,23.66,1.03,0.0
20200728:0130,0.0,43.52,1.64,10.22,23.52,0.9,0.0
20200728:0230,30.58,108.03,7.5,24.35,24.26,0.48,0.0
20200728:0330,76.08,159.6,10.63,38.53,25.75,1.72,0.0
20200728:0430,170.82,176.77,15.66,52.64,26.71,2.28,0.0
20200728:0530,211.52,208.74,18.14,66.41,27.76,2.07,0.0
20200728:0630,59.93,244.37,11.39,78.37,28.33,2.07,0.0
20200728:0730,100.09,224.45,12.71,78.4,26.16,1.79,0.0
20200728:0830,130.09,237.56,14.9,66.46,26.67,1.72,0.0
20200728:0930,74.82,193.98,10.85,52.68,26.98,1.86,0.0
20200728:1030,7.79,130.8,5.01,38.57,26.12,2.34,0.0
20200728:1130,0.0,68.18,2.34,24.39,25.29,1.66,0.0
20200728:1230,0.0,18.15,0.69,10.27,24.53,0.76,0.0
20200728:1330,0.0,0.0,0.0,-3.72,24.03,0.69,0.0
20200728:1430,0.0,0.0,0.0,0.0,23.67,0.28,0.0
20200728:1530,0.0,0.0,0.0,0.0,23.69,0.62,0.0
20200728:1630,0.0,0.0,0.0,0.0,23.38,0.9,0.0
20200728:1730,0.0,0.0,0.0,0.0,23.25,0.97,0.0
20200728:1830,0.0,0.0,0.0,0.0,23.12,1.03,0.0
20200728:1930,0.0,0.0,0.0,0.0,23.26,0.21,0.0
20200728:2030,0.0,0.0,0.0,0.0,23.38,0.21,0.0
20200728:2130,0.0,0.0,0.0,0.0,23.02,0.21,0.0
20200728:2230,0.0,0.0,0.0,0.0,22.95,0.07,0.0
20200728:2330,0.0,0.0,0.0,0.0,23.04,0.34,0.0
20200729:0030,0.0,0.0,0.0,-3.81,22.9,0.28,0.0
20200729:0130,0.0,12.84,0.48,10.2,22.84,0.69,0.0
20200729:0230,0.18,51.61,1.79,24.34,23.0,0.97,0.0
20200729:0330,11.57,127.58,5.15,38.54,23.23,0.83,0.0
20200729:0430,19.67,167.99,6.86,52.68,23.97,0.9,0.0
20200729:0530,36.42,188.93,8.35,66.49,24.1,1.31,0.0
20200729:0630,0.0,75.6,2.6,78.55,24.05,2.0,0.0
20200729:0730,0.0,54.45,1.87,78.57,23.4,0.41,0.0
20200729:0830,0.0,49.63,1.7,66.53,23.21,0.34,0.0
20200729:0930,0.0,54.23,1.86,52.71,24.25,0.21,0.0
20200729:1030,0.0,48.05,1.65,38.58,23.78,0.21,0.0
20200729:1130,0.05,40.8,1.41,24.38,24.39,0.21,0.0
20200729:1230,0.0,15.52,0.59,10.23,24.11,0.14,0.0
20200729:1330,0.0,0.0,0.0,-3.77,23.52,0.21,0.0
20200729:1430,0.0,0.0,0.0,0.0,23.27,0.07,0.0
20200729:1530,0.0,0.0,0.0,0.0,23.21,0.07,0.0
20200729:1630,0.0,0.0,0.0,0.0,23.18,0.07,0.0
20200729:1730,0.0,0.0,0.0,0.0,23.14,0.14,0.0
20200729:1830,0.0,0.0,0.0,0.0,22.91,0.34,0.0
20200729:1930,0.0,0.0,0.0,0.0,22.93,0.41,0.0
20200729:2030,0.0,0.0,0.0,0.0,22.75,0.28,0.0
20200729:2130,0.0,0.0,0.0,0.0,22.8,0.28,0.0
20200729:2230,0.0,0.0,0.0,0.0,22.77,0.21,0.0
20200729:2330,0.0,0.0,0.0,0.0,22.76,0.76,0.0
20200730:0030,0.0,0.0,0.0,-3.85,22.9,0.62,0.0
20200730:0130,0.0,14.2,0.54,10.17,22.49,0.34,0.0
20200730:0230,2.02,55.25,2.12,24.34,22.94,0.55,0.0
20200730:0330,6.92,45.2,1.99,38.55,23.07,1.1,0.0
20200730:0430,23.12,171.23,7.15,52.72,23.28,1.24,0.0
20200730:0530,77.05,129.73,8.36,66.58,23.89,1.52,0.0
20200730:0630,214.26,169.51,16.41,78.73,23.91,2.21,0.0
20200730:0730,59.32,185.29,9.29,78.75,25.96,1.86,0.0
20200730:0830,32.75,148.51,6.76,66.6,24.87,1.93,0.0
20200730:0930,16.22,96.67,4.2,52.74,24.81,1.79,0.0
20200730:1030,2.0,76.16,2.74,38.58,24.78,1.24,0.0
20200730:1130,10.03,55.88,3.03,24.36,24.41,1.38,0.0
20200730:1230,0.0,24.28,0.92,10.2,23.75,2.0,0.0
20200730:1330,0.0,0.0,0.0,-3.83,23.25,1.52,0.0
20200730:1430,0.0,0.0,0.0,0.0,23.08,0.69,0.0
20200730:1530,0.0,0.0,0.0,0.0,22.95,0.69,0.0
20200730:1630,0.0,0.0,0.0,0.0,23.03,0.55,0.0
20200730:1730,0.0,0.0,0.0,0.0,23.0,0.55,0.0
20200730:1830,0.0,0.0,0.0,0.0,23.04,0.76,0.0
20200730:1930,0.0,0.0,0.0,0.0,22.95,0.55,0.0
20200730:2030,0.0,0.0,0.0,0.0,22.97,0.69,0.0
20200730:2130,0.0,0.0,0.0,0.0,23.01,0.9,0.0
20200730:2230,0.0,0.0,0.0,0.0,22.95,0.97,0.0
20200730:2330,0.0,0.0,0.0,0.0,22.92,0.97,0.0
20200731:0030,0.0,0.0,0.0,-3.89,23.29,0.9,0.0
20200731:0130,0.0,14.62,0.55,10.15,22.96,0.83,0.0
20200731:0230,3.55,66.82,2.68,24.34,23.3,0.28,0.0
20200731:0330,45.82,120.07,7.08,38.57,24.81,0.34,0.0
20200731:0430,76.75,184.72,10.54,52.76,25.06,0.76,0.0
20200731:0530,129.46,162.49,12.12,66.66,26.09,1.52,0.0
20200731:0630,102.07,201.74,11.94,78.92,25.86,1.59,0.0
20200731:0730,143.66,226.13,14.83,78.92,26.28,1.31,0.0
20200731:0830,187.89,154.12,14.8,66.66,26.06,1.66,0.0
20200731:0930,58.4,105.9,6.8,52.76,27.03,1.86,0.0
20200731:1030,58.0,131.47,8.27,38.58,25.04,1.79,0.0
20200731:1130,13.29,74.86,4.04,24.34,24.92,1.45,0.0
20200731:1230,0.0,31.07,1.17,10.16,24.73,1.03,0.0
20200731:1330,0.0,0.0,0.0,-3.88,24.15,1.66,0.0
20200731:1430,0.0,0.0,0.0,0.0,23.43,1.52,0.0
20200731:1530,0.0,0.0,0.0,0.0,23.28,1.1,0.0
20200731:1630,0.0,0.0,0.0,0.0,23.25,1.17,0.0
20200731:1730,0.0,0.0,0.0,0.0,23.25,1.31,0.0
20200731:1830,0.0,0.0,0.0,0.0,23.3,1.45,0.0
20200731:1930,0.0,0.0,0.0,0.0,23.27,1.45,0.0
20200731:2030,0.0,0.0,0.0,0.0,23.23,1.59,0.0
20200731:2130,0.0,0.0,0.0,0.0,23.09,1.45,0.0
20200731:2230,0.0,0.0,0.0,0.0,23.08,1.52,0.0
20200731:2330,0.0,0.0,0.0,0.0,23.13,1.38,0.0
20200801:0030,0.0,0.0,0.0,-3.93,23.47,1.31,0.0
20200801:0130,0.0,14.93,0.56,10.13,23.08,1.52,0.0
20200801:0230,7.0,43.22,2.22,24.34,23.16,1.72,0.0
20200801:0330,2.8,72.94,2.68,38.59,23.51,1.66,0.0
20200801:0430,16.14,141.65,5.73,52.81,23.85,1.17,0.0
20200801:0530,17.84,197.2,7.67,66.75,24.53,1.1,0.0
20200801:0630,149.4,261.28,16.29,79.11,25.76,1.1,0.0
20200801:0730,95.6,263.2,13.71,79.1,27.24,1.52,0.0
20200801:0830,144.3,213.44,14.6,66.73,27.15,1.86,0.0
20200801:0930,81.7,185.64,10.81,52.79,27.34,2.0,0.0
20200801:1030,20.79,85.95,4.27,38.57,25.47,2.34,0.0
20200801:1130,9.33,87.54,4.02,24.32,24.56,1.79,0.0
20200801:1230,0.0,22.69,0.86,10.11,23.96,2.14,0.0
20200801:1330,0.0,0.0,0.0,-3.95,23.3,1.59,0.0
20200801:1430,0.0,0.0,0.0,0.0,23.12,1.52,0.0
20200801:1530,0.0,0.0,0.0,0.0,23.2,1.38,0.0
20200801:1630,0.0,0.0,0.0,0.0,23.29,1.31,0.0
20200801:1730,0.0,0.0,0.0,0.0,23.41,1.31,0.0
20200801:1830,0.0,0.0,0.0,0.0,23.31,1.59,0.0
20200801:1930,0.0,0.0,0.0,0.0,23.18,1.31,0.0
20200801:2030,0.0,0.0,0.0,0.0,23.07,1.59,0.0
20200801:2130,0.0,0.0,0.0,0.0,23.05,1.24,0.0
20200801:2230,0.0,0.0,0.0,0.0,23.01,1.31,0.0
20200801:2330,0.0,0.0,0.0,0.0,23.0,1.17,0.0
20200802:0030,0.0,0.0,0.0,-3.97,23.27,1.03,0.0
20200802:0130,0.0,9.46,0.36,10.12,23.04,1.24,0.0
20200802:0230,0.04,27.5,0.95,24.34,23.12,1.86,0.0
20200802:0330,3.59,93.18,3.43,38.61,23.19,1.86,0.0
20200802:0430,7.39,170.82,6.26,52.85,23.44,1.72,0.0
20200802:0530,57.13,206.78,9.96,66.84,23.92,1.93,0.0
20200802:0630,21.94,163.67,6.68,79.31,24.15,2.0,0.0
20200802:0730,70.94,152.75,8.68,79.27,24.19,1.31,0.0
20200802:0830,0.0,96.45,3.31,66.79,25.01,1.59,0.0
20200802:0930,8.42,98.75,3.84,52.8,23.89,1.86,0.0
20200802:1030,0.0,69.92,2.4,38.56,23.62,2.62,0.0
20200802:1130,0.13,34.18,1.19,24.29,23.52,1.86,0.0
20200802:1230,0.0,14.7,0.56,10.07,23.46,1.79,0.0
20200802:1330,0.0,0.0,0.0,-4.01,23.27,2.0,0.0
20200802:1430,0.0,0.0,0.0,0.0,23.11,1.59,0.0
20200802:1530,0.0,0.0,0.0,0.0,23.05,1.72,0.0
20200802:1630,0.0,0.0,0.0,0.0,22.89,1.24,0.0
20200802:1730,0.0,0.0,0.0,0.0,22.82,1.03,0.0
20200802:1830,0.0,0.0,0.0,0.0,22.79,0.62,0.0
20200802:1930,0.0,0.0,0.0,0.0,22.93,0.76,0.0
20200802:2030,0.0,0.0,0.0,0.0,23.03,0.97,0.0
20200802:2130,0.0,0.0,0.0,0.0,23.06,1.45,0.0
20200802:2230,0.0,0.0,0.0,0.0,23.06,1.86,0.0
20200802:2330,0.0,0.0,0.0,0.0,23.09,1.52,0.0
20200803:0030,0.0,0.0,0.0,-4.0,23.39,1.38,0.0
20200803:0130,0.0,23.35,0.88,10.1,23.06,1.52,0.0
20200803:0230,2.29,79.52,2.97,24.34,23.24,1.86,0.0
20200803:0330,18.38,140.67,5.98,38.64,23.37,2.14,0.0
20200803:0430,35.62,177.92,8.01,52.9,24.32,1.93,0.0
20200803:0530,104.06,231.72,13.13,66.93,24.75,2.62,0.0
20200803:0630,164.1,236.5,16.05,79.5,25.46,2.48,0.0
20200803:0730,88.52,267.93,13.48,79.45,25.9,2.83,0.0
20200803:0830,100.64,209.55,12.2,66.85,25.93,2.62,0.0
20200803:0930,67.8,184.64,9.96,52.82,25.3,2.62,0.0
20200803:1030,21.55,125.22,5.65,38.55,24.55,2.34,0.0
20200803:1130,8.58,101.24,4.37,24.26,24.24,2.14,0.0
20200803:1230,0.0,26.1,0.99,10.02,24.22,2.48,0.0
20200803:1330,0.0,0.0,0.0,-4.08,23.74,2.28,0.0
20200803:1430,0.0,0.0,0.0,0.0,23.2,1.59,0.0
20200803:1530,0.0,0.0,0.0,0.0,23.05,1.59,0.0
20200803:1630,0.0,0.0,0.0,0.0,23.07,0.83,0.0
20200803:1730,0.0,0.0,0.0,0.0,23.13,0.28,0.0
20200803:1830,0.0,0.0,0.0,0.0,23.2,0.21,0.0
20200803:1930,0.0,0.0,0.0,0.0,23.27,1.45,0.0
20200803:2030,0.0,0.0,0.0,0.0,23.18,1.72,0.0
20200803:2130,0.0,0.0,0.0,0.0,23.08,1.45,0.0
20200803:2230,0.0,0.0,0.0,0.0,23.05,1.31,0.0
20200803:2330,0.0,0.0,0.0,0.0,22.98,1.52,0.0
20200804:0030,0.0,0.0,0.0,-4.03,23.05,1.52,0.0
20200804:0130,0.0,25.1,0.95,10.09,22.94,1.59,0.0
20200804:0230,6.93,66.39,2.96,24.34,22.96,2.21,0.0
20200804:0330,18.75,141.17,6.01,38.66,23.34,0.9,0.0
20200804:0430,24.86,179.31,7.47,52.95,24.71,0.97,0.0
20200804:0530,31.95,232.94,9.58,67.02,24.72,1.59,0.0
20200804:0630,20.98,245.79,9.45,79.7,24.72,1.66,0.0
20200804:0730,16.31,252.72,9.46,79.62,25.79,1.45,0.0
20200804:0830,4.25,190.25,6.74,66.9,25.06,2.14,0.0
20200804:0930,10.11,211.14,7.79,52.83,24.63,2.34,0.0
20200804:1030,0.49,107.08,3.71,38.54,24.91,1.66,0.0
20200804:1130,1.49,91.24,3.28,24.22,24.61,1.38,0.0
20200804:1230,0.0,29.63,1.12,9.97,24.75,1.38,0.0
20200804:1330,0.0,0.0,0.0,-4.16,23.61,1.86,0.0
20200804:1430,0.0,0.0,0.0,0.0,23.47,0.69,0.0
20200804:1530,0.0,0.0,0.0,0.0,23.28,0.97,0.0
20200804:1630,0.0,0.0,0.0,0.0,23.04,0.97,0.0
20200804:1730,0.0,0.0,0.0,0.0,22.77,1.03,0.0
20200804:1830,0.0,0.0,0.0,0.0,22.65,0.9,0.0
20200804:1930,0.0,0.0,0.0,0.0,22.68,0.9,0.0
20200804:2030,0.0,0.0,0.0,0.0,22.62,1.24,0.0
20200804:2130,0.0,0.0,0.0,0.0,22.67,1.38,0.0
20200804:2230,0.0,0.0,0.0,0.0,22.84,2.0,0.0
20200804:2330,0.0,0.0,0.0,0.0,22.91,2.76,0.0
20200805:0030,0.0,0.0,0.0,-4.07,23.06,3.31,0.0
20200805:0130,0.0,15.94,0.6,10.07,22.62,2.14,0.0
20200805:0230,0.0,71.37,2.45,24.35,22.73,1.24,0.0
20200805:0330,7.5,143.13,5.37,38.69,23.41,0.83,0.0
20200805:0430,14.37,158.19,6.18,53.0,25.24,1.38,0.0
20200805:0530,28.76,236.52,9.53,67.11,24.8,2.48,0.0
20200805:0630,34.77,267.71,10.85,79.9,25.52,2.62,0.0
20200805:0730,48.91,268.42,11.55,79.78,25.68,2.76,0.0
20200805:0830,32.16,227.11,9.38,66.95,26.49,2.07,0.0
20200805:0930,34.92,204.57,8.86,52.83,25.63,2.48,0.0
20200805:1030,29.37,133.47,6.38,38.52,26.4,1.93,0.0
20200805:1130,12.71,78.47,3.94,24.18,25.68,2.14,0.0
20200805:1230,0.0,28.78,1.09,9.91,24.84,2.28,0.0
20200805:1330,0.0,0.0,0.0,-4.23,24.28,1.17,0.0
20200805:1430,0.0,0.0,0.0,0.0,23.96,1.72,0.0
20200805:1530,0.0,0.0,0.0,0.0,23.91,3.03,0.0
20200805:1630,0.0,0.0,0.0,0.0,23.86,3.38,0.0
20200805:1730,0.0,0.0,0.0,0.0,23.87,3.17,0.0
20200805:1830,0.0,0.0,0.0,0.0,23.82,1.93,0.0
20200805:1930,0.0,0.0,0.0,0.0,23.39,1.79,0.0
20200805:2030,0.0,0.0,0.0,0.0,23.25,2.07,0.0
20200805:2130,0.0,0.0,0.0,0.0,23.25,1.79,0.0
20200805:2230,0.0,0.0,0.0,0.0,23.37,1.86,0.0
20200805:2330,0.0,0.0,0.0,0.0,23.51,2.41,0.0
20200806:0030,0.0,0.0,0.0,-4.1,23.85,2.41,0.0
20200806:0130,0.0,14.16,0.53,10.06,23.37,2.9,0.0
20200806:0230,3.9,49.08,2.05,24.36,23.34,2.34,0.0
20200806:0330,38.85,124.63,6.62,38.71,23.56,2.14,0.0
20200806:0430,67.27,151.62,8.69,53.05,24.13,2.76,0.0
20200806:0530,122.19,210.5,13.18,67.2,24.61,3.66,0.0
20200806:0630,77.3,152.05,8.88,80.11,25.45,3.1,0.0
20200806:0730,86.47,167.67,9.85,79.95,25.94,2.48,0.0
20200806:0830,107.11,147.86,10.28,66.99,26.13,3.52,0.0
20200806:0930,16.92,126.25,5.21,52.84,24.58,3.59,0.0
20200806:1030,0.97,62.1,2.19,38.5,23.9,2.83,0.0
20200806:1130,0.03,28.56,0.98,24.14,23.58,1.45,0.0
20200806:1230,0.0,4.54,0.17,9.85,23.48,0.9,0.0
20200806:1330,0.0,0.0,0.0,-4.31,23.3,0.76,0.0
20200806:1430,0.0,0.0,0.0,0.0,23.15,0.69,0.0
20200806:1530,0.0,0.0,0.0,0.0,23.08,0.48,0.0
20200806:1630,0.0,0.0,0.0,0.0,23.19,0.21,0.0
20200806:1730,0.0,0.0,0.0,0.0,23.19,0.41,0.0
20200806:1830,0.0,0.0,0.0,0.0,23.25,0.41,0.0
20200806:1930,0.0,0.0,0.0,0.0,23.23,0.69,0.0
20200806:2030,0.0,0.0,0.0,0.0,23.21,0.55,0.0
20200806:2130,0.0,0.0,0.0,0.0,23.14,0.69,0.0
20200806:2230,0.0,0.0,0.0,0.0,23.02,0.62,0.0
20200806:2330,0.0,0.0,0.0,0.0,22.98,0.83,0.0
20200807:0030,0.0,0.0,0.0,-4.13,23.12,0.62,0.0
20200807:0130,0.0,12.72,0.48,10.06,22.97,0.62,0.0
20200807:0230,2.7,39.45,1.6,24.37,23.33,0.62,0.0
20200807:0330,6.04,53.52,2.19,38.74,23.55,1.45,0.0
20200807:0430,23.84,112.1,5.07,53.11,23.63,2.0,0.0
20200807:0530,30.43,177.13,7.55,67.3,23.62,2.34,0.0
20200807:0630,10.59,97.8,3.86,80.31,24.05,1.79,0.0
20200807:0730,28.82,172.66,7.28,80.11,23.87,1.17,0.0
20200807:0830,4.67,125.72,4.54,67.03,24.42,1.17,0.0
20200807:0930,0.43,62.25,2.16,52.84,24.11,1.24,0.0
20200807:1030,1.31,51.95,1.86,38.47,23.82,1.45,0.0
20200807:1130,1.76,22.18,0.92,24.1,23.72,1.66,0.0
20200807:1230,0.0,6.98,0.26,9.79,23.57,1.79,0.0
20200807:1330,0.0,0.0,0.0,-4.39,23.45,1.38,0.0
20200807:1430,0.0,0.0,0.0,0.0,23.28,1.31,0.0
20200807:1530,0.0,0.0,0.0,0.0,23.08,0.69,0.0
20200807:1630,0.0,0.0,0.0,0.0,22.99,0.48,0.0
20200807:1730,0.0,0.0,0.0,0.0,23.08,0.07,0.0
20200807:1830,0.0,0.0,0.0,0.0,23.06,0.21,0.0
20200807:1930,0.0,0.0,0.0,0.0,23.09,0.62,0.0
20200807:2030,0.0,0.0,0.0,0.0,22.98,0.76,0.0
20200807:2130,0.0,0.0,0.0,0.0,22.95,0.62,0.0
20200807:2230,0.0,0.0,0.0,0.0,22.9,0.69,0.0
20200807:2330,0.0,0.0,0.0,0.0,22.86,0.76,0.0
20200808:0030,0.0,0.0,0.0,-4.15,22.76,0.83,0.0
20200808:0130,0.0,12.99,0.49,10.05,22.49,1.03,0.0
20200808:0230,0.03,33.68,1.16,24.38,22.53,0.9,0.0
20200808:0330,12.22,105.6,4.34,38.77,22.73,0.9,0.0
20200808:0430,11.97,126.06,4.94,53.16,23.13,0.62,0.0
20200808:0530,23.96,145.67,6.15,67.39,23.43,0.28,0.0
20200808:0630,66.9,149.3,8.25,80.52,23.74,0.14,0.0
20200808:0730,33.03,195.95,8.27,80.26,23.96,0.9,0.0
20200808:0830,34.4,120.96,5.8,67.07,23.91,1.79,0.0
20200808:0930,11.37,69.2,2.95,52.83,23.78,1.59,0.0
20200808:1030,7.33,76.72,3.06,38.44,23.35,1.86,0.0
20200808:1130,0.66,38.5,1.38,24.05,23.16,1.86,0.0
20200808:1230,0.0,16.41,0.62,9.72,23.2,1.38,0.0
20200808:1330,0.0,0.0,0.0,-4.48,23.11,1.31,0.0
20200808:1430,0.0,0.0,0.0,0.0,22.99,1.24,0.0
20200808:1530,0.0,0.0,0.0,0.0,22.94,1.31,0.0
20200808:1630,0.0,0.0,0.0,0.0,22.87,0.97,0.0
20200808:1730,0.0,0.0,0.0,0.0,22.87,0.9,0.0
20200808:1830,0.0,0.0,0.0,0.0,22.81,0.76,0.0
20200808:1930,0.0,0.0,0.0,0.0,22.92,0.97,0.0
20200808:2030,0.0,0.0,0.0,0.0,22.78,0.83,0.0
20200808:2130,0.0,0.0,0.0,0.0,22.71,0.34,0.0
20200808:2230,0.0,0.0,0.0,0.0,22.77,0.41,0.0
20200808:2330,0.0,0.0,0.0,0.0,22.7,0.83,0.0
20200809:0030,0.0,0.0,0.0,-4.18,22.89,1.17,0.0
20200809:0130,0.0,5.24,0.2,10.04,22.73,1.45,0.0
20200809:0230,0.0,10.62,0.36,24.39,22.81,2.07,0.0
20200809:0330,0.0,24.26,0.83,38.81,22.82,2.07,0.0
20200809:0430,0.0,28.78,0.99,53.22,22.79,2.0,0.0
20200809:0530,0.0,49.8,1.71,67.49,22.87,1.38,0.0
20200809:0630,14.47,91.24,3.8,80.73,22.94,1.17,0.0
20200809:0730,0.09,76.19,2.62,80.41,23.19,0.34,0.0
20200809:0830,0.0,36.11,1.24,67.1,23.05,0.83,0.0
20200809:0930,0.12,53.38,1.84,52.82,23.15,1.31,0.0
20200809:1030,0.82,66.11,2.32,38.41,23.32,1.38,0.0
20200809:1130,0.47,34.25,1.22,24.0,23.63,1.45,0.0
20200809:1230,0.0,6.32,0.24,9.65,23.53,1.38,0.0
20200809:1330,0.0,0.0,0.0,-4.57,23.04,1.45,0.0
20200809:1430,0.0,0.0,0.0,0.0,22.91,1.1,0.0
20200809:1530,0.0,0.0,0.0,0.0,22.86,1.1,0.0
20200809:1630,0.0,0.0,0.0,0.0,22.85,1.45,0.0
20200809:1730,0.0,0.0,0.0,0.0,22.75,1.17,0.0
20200809:1830,0.0,0.0,0.0,0.0,22.63,0.83,0.0
20200809:1930,0.0,0.0,0.0,0.0,22.58,1.66,0.0
20200809:2030,0.0,0.0,0.0,0.0,22.6,1.17,0.0
20200809:2130,0.0,0.0,0.0,0.0,22.52,0.83,0.0
